id,fragment_scans,mz_range:min,mz_range:max,rt,area,rt_range:min,rt_range:max,charge,height,intensity_range:min,intensity_range:max,mz,datafile:PreIS__400_800_d180-r001.mzML:mz_range:min,datafile:PreIS__400_800_d180-r001.mzML:mz_range:max,datafile:PreIS__400_800_d180-r001.mzML:area,datafile:PreIS__400_800_d180-r001.mzML:fwhm,datafile:PreIS__400_800_d180-r001.mzML:height,datafile:PreIS__400_800_d180-r001.mzML:mz,datafile:PreIS__400_800_d180-r001.mzML:feature_state,datafile:PreIS__400_800_d180-r001.mzML:fragment_scans,datafile:PreIS__400_800_d180-r001.mzML:rt,datafile:PreIS__400_800_d180-r001.mzML:rt_range:min,datafile:PreIS__400_800_d180-r001.mzML:rt_range:max,datafile:PreIS__400_800_d180-r001.mzML:intensity_range:min,datafile:PreIS__400_800_d180-r001.mzML:intensity_range:max,datafile:PreIS__400_800_d180-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_d180-r001.mzML:tailing_factor,datafile:PreIS__400_800_d180-r001.mzML:charge,datafile:PreIS__400_800_d180-r001.mzML:isotopes,datafile:PreIS__750_1150_d180-r001.mzML:mz_range:min,datafile:PreIS__750_1150_d180-r001.mzML:mz_range:max,datafile:PreIS__750_1150_d180-r001.mzML:area,datafile:PreIS__750_1150_d180-r001.mzML:fwhm,datafile:PreIS__750_1150_d180-r001.mzML:height,datafile:PreIS__750_1150_d180-r001.mzML:mz,datafile:PreIS__750_1150_d180-r001.mzML:feature_state,datafile:PreIS__750_1150_d180-r001.mzML:fragment_scans,datafile:PreIS__750_1150_d180-r001.mzML:rt,datafile:PreIS__750_1150_d180-r001.mzML:rt_range:min,datafile:PreIS__750_1150_d180-r001.mzML:rt_range:max,datafile:PreIS__750_1150_d180-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_d180-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_d180-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_d180-r001.mzML:tailing_factor,datafile:PreIS__750_1150_d180-r001.mzML:charge,datafile:PreIS__750_1150_d180-r001.mzML:isotopes,datafile:PreIS__400_800_d180-r002.mzML:mz_range:min,datafile:PreIS__400_800_d180-r002.mzML:mz_range:max,datafile:PreIS__400_800_d180-r002.mzML:area,datafile:PreIS__400_800_d180-r002.mzML:fwhm,datafile:PreIS__400_800_d180-r002.mzML:height,datafile:PreIS__400_800_d180-r002.mzML:mz,datafile:PreIS__400_800_d180-r002.mzML:feature_state,datafile:PreIS__400_800_d180-r002.mzML:fragment_scans,datafile:PreIS__400_800_d180-r002.mzML:rt,datafile:PreIS__400_800_d180-r002.mzML:rt_range:min,datafile:PreIS__400_800_d180-r002.mzML:rt_range:max,datafile:PreIS__400_800_d180-r002.mzML:intensity_range:min,datafile:PreIS__400_800_d180-r002.mzML:intensity_range:max,datafile:PreIS__400_800_d180-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_d180-r002.mzML:tailing_factor,datafile:PreIS__400_800_d180-r002.mzML:charge,datafile:PreIS__400_800_d180-r002.mzML:isotopes,datafile:PreIS__1100_1500_d180-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_d180-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_d180-r002.mzML:area,datafile:PreIS__1100_1500_d180-r002.mzML:fwhm,datafile:PreIS__1100_1500_d180-r002.mzML:height,datafile:PreIS__1100_1500_d180-r002.mzML:mz,datafile:PreIS__1100_1500_d180-r002.mzML:feature_state,datafile:PreIS__1100_1500_d180-r002.mzML:fragment_scans,datafile:PreIS__1100_1500_d180-r002.mzML:rt,datafile:PreIS__1100_1500_d180-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_d180-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_d180-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_d180-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_d180-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d180-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_d180-r002.mzML:charge,datafile:PreIS__1100_1500_d180-r002.mzML:isotopes,datafile:PreIS__1100_1500_d180-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_d180-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_d180-r001.mzML:area,datafile:PreIS__1100_1500_d180-r001.mzML:fwhm,datafile:PreIS__1100_1500_d180-r001.mzML:height,datafile:PreIS__1100_1500_d180-r001.mzML:mz,datafile:PreIS__1100_1500_d180-r001.mzML:feature_state,datafile:PreIS__1100_1500_d180-r001.mzML:fragment_scans,datafile:PreIS__1100_1500_d180-r001.mzML:rt,datafile:PreIS__1100_1500_d180-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_d180-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_d180-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_d180-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_d180-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d180-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_d180-r001.mzML:charge,datafile:PreIS__1100_1500_d180-r001.mzML:isotopes,datafile:PreIS__750_1150_d180-r002.mzML:mz_range:min,datafile:PreIS__750_1150_d180-r002.mzML:mz_range:max,datafile:PreIS__750_1150_d180-r002.mzML:area,datafile:PreIS__750_1150_d180-r002.mzML:fwhm,datafile:PreIS__750_1150_d180-r002.mzML:height,datafile:PreIS__750_1150_d180-r002.mzML:mz,datafile:PreIS__750_1150_d180-r002.mzML:feature_state,datafile:PreIS__750_1150_d180-r002.mzML:fragment_scans,datafile:PreIS__750_1150_d180-r002.mzML:rt,datafile:PreIS__750_1150_d180-r002.mzML:rt_range:min,datafile:PreIS__750_1150_d180-r002.mzML:rt_range:max,datafile:PreIS__750_1150_d180-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_d180-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_d180-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_d180-r002.mzML:tailing_factor,datafile:PreIS__750_1150_d180-r002.mzML:charge,datafile:PreIS__750_1150_d180-r002.mzML:isotopes
280,0,1157.1000,1158.2266,4.11,5.9E1,4.07,10.01,,6.0E2,5.0E1,6.0E2,1157.9050,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1157.1000,1158.2266,5.9E1,1.07,6.0E2,1157.9050,DETECTED,0,4.11,4.07,10.01,5.0E1,6.0E2,18.84,7.93,,,,,,,,,UNKNOWN,,,,,,,,,,
281,0,1181.6777,1182.4000,4.60,6.9E1,3.13,4.69,,9.8E2,5.0E1,9.8E2,1181.8564,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1181.6777,1182.4000,6.9E1,0.06,9.8E2,1181.8564,DETECTED,0,4.60,3.13,4.69,5.0E1,9.8E2,1.18,1.10,,,,,,,,,UNKNOWN,,,,,,,,,,
282,0,1403.6966,1403.7000,4.60,6.1E1,4.55,5.11,,1.0E3,5.0E1,1.0E3,1403.6974,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1403.6966,1403.7000,6.1E1,0.06,1.0E3,1403.6974,DETECTED,0,4.60,4.55,5.11,5.0E1,1.0E3,52.27,4.87,,,,,,,,,UNKNOWN,,,,,,,,,,
283,0,1431.0000,1431.6016,5.12,1.4E1,5.07,9.99,,2.0E2,5.0E1,2.0E2,1431.5452,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1431.0000,1431.6016,1.4E1,0.07,2.0E2,1431.5452,DETECTED,0,5.12,5.07,9.99,5.0E1,2.0E2,93.74,47.37,,,,,,,,,UNKNOWN,,,,,,,,,,
284,0,1239.9000,1239.9043,5.82,1.3E1,5.77,5.86,,2.1E2,8.6E1,2.1E2,1239.9034,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1239.9000,1239.9043,1.3E1,0.07,2.1E2,1239.9034,DETECTED,0,5.82,5.77,5.86,8.6E1,2.1E2,0.75,0.87,,,,,,,,,UNKNOWN,,,,,,,,,,
285,0,1149.4061,1149.4354,7.17,1.2E2,7.12,7.21,1,2.0E3,5.3E2,2.0E3,1149.4157,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1149.4061,1149.4354,1.2E2,0.06,2.0E3,1149.4157,DETECTED,0,7.17,7.12,7.21,5.3E2,2.0E3,0.75,0.88,1,4,,,,,,,UNKNOWN,,,,,,,,,,
286,0,1222.8000,1223.2000,7.46,2.2E1,0.62,9.99,,3.3E2,5.1E1,3.3E2,1222.9877,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1222.8000,1223.2000,2.2E1,0.06,3.3E2,1222.9877,DETECTED,0,7.46,0.62,9.99,5.1E1,3.3E2,0.37,0.69,,,,,,,,,UNKNOWN,,,,,,,,,,
287,0,1225.5000,1225.8890,7.46,3.2E1,7.41,9.98,1,5.0E2,5.1E1,5.0E2,1225.7188,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1225.5000,1225.8890,3.2E1,0.07,5.0E2,1225.7188,DETECTED,0,7.46,7.41,9.98,5.1E1,5.0E2,48.26,24.75,1,2,,,,,,,UNKNOWN,,,,,,,,,,
288,0,1298.5000,1299.6000,7.73,1.7E2,0.65,10.01,1,2.4E3,5.1E1,2.4E3,1298.9540,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1298.5000,1299.6000,1.7E2,0.07,2.4E3,1298.9540,DETECTED,0,7.73,0.65,10.01,5.1E1,2.4E3,0.22,0.64,1,2,,,,,,,UNKNOWN,,,,,,,,,,
289,0,1371.3120,1371.5018,7.98,1.8E2,7.91,8.04,1,2.9E3,1.5E2,2.9E3,1371.4494,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1371.3120,1371.5018,1.8E2,0.07,2.9E3,1371.4494,DETECTED,0,7.98,7.91,8.04,1.5E2,2.9E3,1.06,1.12,1,4,,,,,,,UNKNOWN,,,,,,,,,,
290,0,1445.1999,1445.9000,8.20,1.0E2,8.16,8.29,,1.7E3,5.4E1,1.7E3,1445.2209,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1445.1999,1445.9000,1.0E2,0.06,1.7E3,1445.2209,DETECTED,0,8.20,8.16,8.29,5.4E1,1.7E3,1.28,1.17,,,,,,,,,UNKNOWN,,,,,,,,,,
291,0,1446.7000,1446.9861,8.21,4.8E1,8.15,8.26,,7.7E2,5.2E1,7.7E2,1446.9419,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1446.7000,1446.9861,4.8E1,0.06,7.7E2,1446.9419,DETECTED,0,8.21,8.15,8.26,5.2E1,7.7E2,0.81,0.99,,,,,,,,,UNKNOWN,,,,,,,,,,
292,0,1448.0931,1448.5316,8.24,4.9E1,6.60,8.28,,5.5E2,5.1E1,5.5E2,1448.3225,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1448.0931,1448.5316,4.9E1,0.09,5.5E2,1448.3225,DETECTED,0,8.24,6.60,8.28,5.1E1,5.5E2,0.02,0.51,,,,,,,,,UNKNOWN,,,,,,,,,,
293,0,1355.4106,1355.7023,8.78,2.9E1,8.74,9.90,,2.7E2,8.6E1,2.7E2,1355.5411,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1355.4106,1355.7023,2.9E1,1.13,2.7E2,1355.5411,DETECTED,0,8.78,8.74,9.90,8.6E1,2.7E2,28.67,14.83,,,,,,,,,UNKNOWN,,,,,,,,,,
294,0,1131.8001,1132.2000,9.21,5.7E1,0.65,9.25,,9.1E2,5.1E1,9.1E2,1131.8327,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1131.8001,1132.2000,5.7E1,0.06,9.1E2,1131.8327,DETECTED,0,9.21,0.65,9.25,5.1E1,9.1E2,0.78,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,
295,0,1205.5783,1206.2000,9.43,1.8E1,0.65,9.47,,2.1E2,5.2E1,2.1E2,1205.7621,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1205.5783,1206.2000,1.8E1,0.07,2.1E2,1205.7621,DETECTED,0,9.43,0.65,9.47,5.2E1,2.1E2,0.00,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,
296,0,1279.1026,1279.5000,9.65,4.3E1,9.59,9.69,,7.4E2,5.1E1,7.4E2,1279.1092,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1279.1026,1279.5000,4.3E1,0.06,7.4E2,1279.1092,DETECTED,0,9.65,9.59,9.69,5.1E1,7.4E2,0.78,0.86,,,,,,,,,UNKNOWN,,,,,,,,,,
297,0,1281.6000,1282.4000,9.65,2.0E1,8.50,9.71,1,2.8E2,5.4E1,2.8E2,1281.8256,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1281.6000,1282.4000,2.0E1,0.06,2.8E2,1281.8256,DETECTED,0,9.65,8.50,9.71,5.4E1,2.8E2,0.04,0.52,1,2,,,,,,,UNKNOWN,,,,,,,,,,
298,0,1354.4000,1354.6000,9.86,1.1E1,4.55,9.90,,1.6E2,5.0E1,1.6E2,1354.5438,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1354.4000,1354.6000,1.1E1,0.07,1.6E2,1354.5438,DETECTED,0,9.86,4.55,9.90,5.0E1,1.6E2,0.01,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,
299,0,858.2000,859.0000,0.64,7.5E1,0.00,4.60,,8.9E2,5.1E1,8.9E2,858.6514,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,858.2000,859.0000,7.5E1,0.06,8.9E2,858.6514,DETECTED,0,0.64,0.00,4.60,5.1E1,8.9E2,6.23,2.79,,
300,0,941.9988,942.0033,0.64,5.0E1,0.60,0.69,1,8.7E2,2.6E2,8.7E2,942.0012,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,941.9988,942.0033,5.0E1,0.06,8.7E2,942.0012,DETECTED,0,0.64,0.60,0.69,2.6E2,8.7E2,1.33,1.17,1,2
301,0,1058.8963,1059.5000,0.64,1.2E2,0.60,8.98,,1.5E3,5.4E1,1.5E3,1059.0303,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1058.8963,1059.5000,1.2E2,0.06,1.5E3,1059.0303,DETECTED,0,0.64,0.60,8.98,5.4E1,1.5E3,211.97,90.85,,
302,0,1022.8119,1023.1254,0.65,3.7E2,0.60,0.74,1,5.2E3,7.2E1,5.2E3,1022.9200,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1022.8119,1023.1254,3.7E2,0.08,5.2E3,1022.9200,DETECTED,0,0.65,0.60,0.74,7.2E1,5.2E3,1.73,1.22,1,2
303,0,1104.8770,1105.2234,0.66,4.9E2,0.60,4.52,,6.5E3,5.0E1,6.5E3,1105.1349,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1104.8770,1105.2234,4.9E2,0.08,6.5E3,1105.1349,DETECTED,0,0.66,0.60,4.52,5.0E1,6.5E3,1.66,92.26,,
304,0,1138.2000,1138.9000,0.66,4.8E1,0.61,3.87,,7.2E2,5.1E1,7.2E2,1138.7670,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1138.2000,1138.9000,4.8E1,0.06,7.2E2,1138.7670,DETECTED,0,0.66,0.61,3.87,5.1E1,7.2E2,0.74,2.19,,
305,0,1143.8001,1143.8018,0.66,1.6E1,0.61,0.70,,2.6E2,9.6E1,2.6E2,1143.8004,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1143.8001,1143.8018,1.6E1,0.06,2.6E2,1143.8004,DETECTED,0,0.66,0.61,0.70,9.6E1,2.6E2,0.75,0.88,,
306,0,874.7010,875.1225,0.68,9.4E1,0.64,0.75,,1.5E3,5.2E1,1.5E3,875.0564,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,874.7010,875.1225,9.4E1,0.06,1.5E3,875.0564,DETECTED,0,0.68,0.64,0.75,5.2E1,1.5E3,1.53,1.32,,
307,0,972.9997,973.1835,0.68,1.2E2,0.61,0.74,,1.7E3,2.5E2,1.7E3,973.0908,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,972.9997,973.1835,1.2E2,0.08,1.7E3,973.0908,DETECTED,0,0.68,0.61,0.74,2.5E2,1.7E3,0.85,1.00,,
308,0,1136.3000,1137.2000,0.68,5.1E1,0.00,8.11,,7.7E2,5.2E1,7.7E2,1136.9132,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1136.3000,1137.2000,5.1E1,0.06,7.7E2,1136.9132,DETECTED,0,0.68,0.00,8.11,5.2E1,7.7E2,1.04,6.10,,
309,0,1054.7000,1054.9761,0.69,6.6E1,0.64,6.06,,1.0E3,5.0E1,1.0E3,1054.9315,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1054.7000,1054.9761,6.6E1,0.06,1.0E3,1054.9315,DETECTED,0,0.69,0.64,6.06,5.0E1,1.0E3,1.19,1.00,,
310,0,1071.4000,1071.7000,0.69,9.8E1,0.61,5.73,,1.6E3,5.1E1,1.6E3,1071.4077,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1071.4000,1071.7000,9.8E1,0.06,1.6E3,1071.4077,DETECTED,0,0.69,0.61,5.73,5.1E1,1.6E3,0.78,56.07,,
311,0,1120.5000,1121.1736,0.69,1.4E2,0.61,0.77,1,1.6E3,5.0E1,1.6E3,1120.9593,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1120.5000,1121.1736,1.4E2,0.09,1.6E3,1120.9593,DETECTED,0,0.69,0.61,0.77,5.0E1,1.6E3,0.89,0.91,1,3
312,0,1038.9554,1039.4000,0.70,7.6E1,0.64,0.77,,1.0E3,8.9E1,1.0E3,1039.1323,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1038.9554,1039.4000,7.6E1,0.08,1.0E3,1039.1323,DETECTED,0,0.70,0.64,0.77,8.9E1,1.0E3,1.26,1.10,,
313,0,891.2000,891.2181,0.71,1.4E1,0.66,0.75,,2.4E2,9.7E1,2.4E2,891.2155,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,891.2000,891.2181,1.4E1,0.06,2.4E2,891.2155,DETECTED,0,0.71,0.66,0.75,9.7E1,2.4E2,0.75,0.88,,
314,0,941.2139,941.3424,0.71,2.3E2,0.61,0.77,,3.1E3,2.8E2,3.1E3,941.2489,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,941.2139,941.3424,2.3E2,0.07,3.1E3,941.2489,DETECTED,0,0.71,0.61,0.77,2.8E2,3.1E3,0.45,0.78,,
315,0,957.2989,957.9030,0.71,8.3E1,0.64,0.77,,1.4E3,7.4E1,1.4E3,957.3343,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,957.2989,957.9030,8.3E1,0.06,1.4E3,957.3343,DETECTED,0,0.71,0.64,0.77,7.4E1,1.4E3,0.99,0.89,,
316,0,892.2000,892.5000,3.35,1.1E2,0.70,10.00,,1.9E3,5.1E1,1.9E3,892.2994,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,892.2000,892.5000,1.1E2,0.06,1.9E3,892.2994,DETECTED,0,3.35,0.70,10.00,5.1E1,1.9E3,1.17,1.42,,
317,0,882.7000,883.8000,4.41,9.5E1,0.65,4.53,1,1.4E3,5.0E1,1.4E3,883.3306,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,882.7000,883.8000,9.5E1,0.06,1.4E3,883.3306,DETECTED,0,4.41,0.65,4.53,5.0E1,1.4E3,0.02,0.51,1,2
318,0,860.0000,860.8000,5.02,4.3E1,3.73,5.86,,6.1E2,5.0E1,6.1E2,860.3695,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,860.0000,860.8000,4.3E1,0.06,6.1E2,860.3695,DETECTED,0,5.02,3.73,5.86,5.0E1,6.1E2,0.72,7.52,,
319,0,910.3993,910.8000,5.02,1.2E3,4.96,7.92,1,1.5E4,5.1E1,1.5E4,910.6560,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,910.3993,910.8000,1.2E3,0.06,1.5E4,910.6560,DETECTED,0,5.02,4.96,7.92,5.1E1,1.5E4,2.27,1.47,1,2
320,0,886.2793,887.1000,5.15,3.4E2,5.08,5.22,1,5.1E3,5.7E1,5.1E3,886.5562,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,886.2793,887.1000,3.4E2,0.06,5.1E3,886.5562,DETECTED,0,5.15,5.08,5.22,5.7E1,5.1E3,0.56,0.80,1,2
321,0,912.5000,913.4002,5.25,2.1E2,4.97,9.98,,2.6E3,5.4E1,2.6E3,912.7623,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,912.5000,913.4002,2.1E2,0.06,2.6E3,912.7623,DETECTED,0,5.25,4.97,9.98,5.4E1,2.6E3,2.21,1.37,,
