id,height,intensity_range:min,intensity_range:max,rt,charge,mz_range:min,mz_range:max,mz,area,rt_range:min,rt_range:max,datafile:PreIS__400_800_d161-r002.mzML:fwhm,datafile:PreIS__400_800_d161-r002.mzML:feature_state,datafile:PreIS__400_800_d161-r002.mzML:intensity_range:min,datafile:PreIS__400_800_d161-r002.mzML:intensity_range:max,datafile:PreIS__400_800_d161-r002.mzML:tailing_factor,datafile:PreIS__400_800_d161-r002.mzML:mz_range:min,datafile:PreIS__400_800_d161-r002.mzML:mz_range:max,datafile:PreIS__400_800_d161-r002.mzML:area,datafile:PreIS__400_800_d161-r002.mzML:rt_range:min,datafile:PreIS__400_800_d161-r002.mzML:rt_range:max,datafile:PreIS__400_800_d161-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_d161-r002.mzML:height,datafile:PreIS__400_800_d161-r002.mzML:rt,datafile:PreIS__400_800_d161-r002.mzML:mz,datafile:PreIS__400_800_d161-r002.mzML:charge,datafile:PreIS__400_800_d161-r002.mzML:isotopes,datafile:PreIS__1100_1500_d161-r001.mzML:fwhm,datafile:PreIS__1100_1500_d161-r001.mzML:feature_state,datafile:PreIS__1100_1500_d161-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_d161-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_d161-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_d161-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_d161-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_d161-r001.mzML:area,datafile:PreIS__1100_1500_d161-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_d161-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_d161-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d161-r001.mzML:height,datafile:PreIS__1100_1500_d161-r001.mzML:rt,datafile:PreIS__1100_1500_d161-r001.mzML:mz,datafile:PreIS__1100_1500_d161-r001.mzML:charge,datafile:PreIS__1100_1500_d161-r001.mzML:isotopes,datafile:PreIS__750_1150_d161-r001.mzML:fwhm,datafile:PreIS__750_1150_d161-r001.mzML:feature_state,datafile:PreIS__750_1150_d161-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_d161-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_d161-r001.mzML:tailing_factor,datafile:PreIS__750_1150_d161-r001.mzML:mz_range:min,datafile:PreIS__750_1150_d161-r001.mzML:mz_range:max,datafile:PreIS__750_1150_d161-r001.mzML:area,datafile:PreIS__750_1150_d161-r001.mzML:rt_range:min,datafile:PreIS__750_1150_d161-r001.mzML:rt_range:max,datafile:PreIS__750_1150_d161-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_d161-r001.mzML:height,datafile:PreIS__750_1150_d161-r001.mzML:rt,datafile:PreIS__750_1150_d161-r001.mzML:mz,datafile:PreIS__750_1150_d161-r001.mzML:charge,datafile:PreIS__750_1150_d161-r001.mzML:isotopes,datafile:PreIS__750_1150_d161-r002.mzML:fwhm,datafile:PreIS__750_1150_d161-r002.mzML:feature_state,datafile:PreIS__750_1150_d161-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_d161-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_d161-r002.mzML:tailing_factor,datafile:PreIS__750_1150_d161-r002.mzML:mz_range:min,datafile:PreIS__750_1150_d161-r002.mzML:mz_range:max,datafile:PreIS__750_1150_d161-r002.mzML:area,datafile:PreIS__750_1150_d161-r002.mzML:rt_range:min,datafile:PreIS__750_1150_d161-r002.mzML:rt_range:max,datafile:PreIS__750_1150_d161-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_d161-r002.mzML:height,datafile:PreIS__750_1150_d161-r002.mzML:rt,datafile:PreIS__750_1150_d161-r002.mzML:mz,datafile:PreIS__750_1150_d161-r002.mzML:charge,datafile:PreIS__750_1150_d161-r002.mzML:isotopes,datafile:PreIS__1100_1500_d161-r002.mzML:fwhm,datafile:PreIS__1100_1500_d161-r002.mzML:feature_state,datafile:PreIS__1100_1500_d161-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_d161-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_d161-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_d161-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_d161-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_d161-r002.mzML:area,datafile:PreIS__1100_1500_d161-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_d161-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_d161-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d161-r002.mzML:height,datafile:PreIS__1100_1500_d161-r002.mzML:rt,datafile:PreIS__1100_1500_d161-r002.mzML:mz,datafile:PreIS__1100_1500_d161-r002.mzML:charge,datafile:PreIS__1100_1500_d161-r002.mzML:isotopes,datafile:PreIS__400_800_d161-r001.mzML:fwhm,datafile:PreIS__400_800_d161-r001.mzML:feature_state,datafile:PreIS__400_800_d161-r001.mzML:intensity_range:min,datafile:PreIS__400_800_d161-r001.mzML:intensity_range:max,datafile:PreIS__400_800_d161-r001.mzML:tailing_factor,datafile:PreIS__400_800_d161-r001.mzML:mz_range:min,datafile:PreIS__400_800_d161-r001.mzML:mz_range:max,datafile:PreIS__400_800_d161-r001.mzML:area,datafile:PreIS__400_800_d161-r001.mzML:rt_range:min,datafile:PreIS__400_800_d161-r001.mzML:rt_range:max,datafile:PreIS__400_800_d161-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_d161-r001.mzML:height,datafile:PreIS__400_800_d161-r001.mzML:rt,datafile:PreIS__400_800_d161-r001.mzML:mz,datafile:PreIS__400_800_d161-r001.mzML:charge,datafile:PreIS__400_800_d161-r001.mzML:isotopes
217,1.4E3,4.2E2,1.4E3,8.52,,779.6994,780.0736,779.6995,8.0E1,8.47,8.56,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,4.2E2,1.4E3,0.88,779.6994,780.0736,8.0E1,8.47,8.56,0.75,1.4E3,8.52,779.6995,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
218,6.5E2,2.1E2,6.5E2,8.61,,788.8166,788.9768,788.9673,3.7E1,8.56,8.65,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.1E2,6.5E2,0.88,788.8166,788.9768,3.7E1,8.56,8.65,0.75,6.5E2,8.61,788.9673,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
219,2.8E3,5.3E1,2.8E3,8.75,,787.6629,788.5000,787.8674,2.1E2,8.66,8.79,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.3E1,2.8E3,0.71,787.6629,788.5000,2.1E2,8.66,8.79,0.43,2.8E3,8.75,787.8674,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
220,5.5E2,1.1E2,5.5E2,8.76,,773.3992,773.5832,773.4003,3.3E1,8.71,8.82,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.1E2,5.5E2,1.00,773.3992,773.5832,3.3E1,8.71,8.82,1.19,5.5E2,8.76,773.4003,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
221,5.3E2,1.6E2,5.3E2,8.79,,760.6249,760.6999,760.6992,3.1E1,8.75,8.84,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.6E2,5.3E2,1.17,760.6249,760.6999,3.1E1,8.75,8.84,1.33,5.3E2,8.79,760.6992,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
222,1.8E3,6.0E2,1.8E3,8.83,,788.8000,788.8166,788.8000,1.0E2,8.79,8.88,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,6.0E2,1.8E3,1.17,788.8000,788.8166,1.0E2,8.79,8.88,1.33,1.8E3,8.83,788.8000,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
223,3.7E3,6.2E2,3.7E3,8.88,,787.0244,787.5309,787.5261,2.1E2,8.83,8.92,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,6.2E2,3.7E3,0.88,787.0244,787.5309,2.1E2,8.83,8.92,0.75,3.7E3,8.88,787.5261,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
224,2.9E3,4.7E2,2.9E3,9.00,,787.7586,787.9000,787.8498,3.9E2,8.95,9.15,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.16,DETECTED,4.7E2,2.9E3,2.00,787.7586,787.9000,3.9E2,8.95,9.15,2.82,2.9E3,9.00,787.8498,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
225,2.0E3,5.1E1,2.0E3,9.09,,787.1000,787.5000,787.3015,1.1E2,9.05,9.14,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,2.0E3,1.17,787.1000,787.5000,1.1E2,9.05,9.14,1.33,2.0E3,9.09,787.3015,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
226,8.1E2,3.2E2,8.1E2,9.15,,883.6467,883.9676,883.9513,4.7E1,9.10,9.19,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,3.2E2,8.1E2,0.87,883.6467,883.9676,4.7E1,9.10,9.19,0.75,8.1E2,9.15,883.9513,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
227,1.5E3,5.0E2,1.5E3,9.17,,881.5970,881.6045,881.5975,8.8E1,9.11,9.21,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.0E2,1.5E3,0.88,881.5970,881.6045,8.8E1,9.11,9.21,0.75,1.5E3,9.17,881.5975,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
228,1.4E3,4.4E2,1.4E3,9.46,,788.7997,788.8166,788.7999,8.2E1,9.43,9.52,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,4.4E2,1.4E3,1.17,788.7997,788.8166,8.2E1,9.43,9.52,1.33,1.4E3,9.46,788.7999,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
229,1.9E3,6.6E2,1.9E3,9.46,,828.4937,828.6991,828.6979,1.1E2,9.43,9.52,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,6.6E2,1.9E3,1.17,828.4937,828.6991,1.1E2,9.43,9.52,1.33,1.9E3,9.46,828.6979,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
230,5.6E2,1.7E2,5.6E2,9.54,,759.4965,759.5611,759.4980,3.2E1,9.50,9.59,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.7E2,5.6E2,1.17,759.4965,759.5611,3.2E1,9.50,9.59,1.33,5.6E2,9.54,759.4980,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
231,9.2E2,1.3E2,9.2E2,9.61,,873.7000,873.9017,873.8216,5.7E1,9.54,9.66,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.3E2,9.2E2,0.90,873.7000,873.9017,5.7E1,9.54,9.66,0.72,9.2E2,9.61,873.8216,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
232,1.0E3,1.7E2,1.0E3,9.76,,883.1000,883.6467,883.4409,6.4E1,9.72,9.83,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,1.7E2,1.0E3,1.33,883.1000,883.6467,6.4E1,9.72,9.83,1.39,1.0E3,9.76,883.4409,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
233,1.6E3,5.2E1,1.6E3,9.80,,839.6000,839.7000,839.6981,9.4E1,9.75,9.88,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.2E1,1.6E3,1.17,839.6000,839.7000,9.4E1,9.75,9.88,1.35,1.6E3,9.80,839.6981,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
234,6.3E2,5.0E1,6.3E2,9.83,,857.8000,857.9000,857.8940,3.8E1,9.76,9.88,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.0E1,6.3E2,0.87,857.8000,857.9000,3.8E1,9.76,9.88,0.75,6.3E2,9.83,857.8940,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
235,2.7E3,5.1E1,2.7E3,2.88,,1127.8000,1128.5000,1128.4905,1.5E2,2.84,2.97,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,2.7E3,1.14,1127.8000,1128.5000,1.5E2,2.84,2.97,1.21,2.7E3,2.88,1128.4905,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
236,3.1E3,1.2E2,3.1E3,2.90,,1125.4004,1125.9999,1125.6985,2.2E2,2.83,3.00,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.2E2,3.1E3,1.40,1125.4004,1125.9999,2.2E2,2.83,3.00,1.83,3.1E3,2.90,1125.6985,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
237,1.1E3,2.8E2,1.1E3,4.14,,862.1999,862.3699,862.2000,6.0E1,4.09,4.18,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.8E2,1.1E3,0.88,862.1999,862.3699,6.0E1,4.09,4.18,0.75,1.1E3,4.14,862.2000,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
238,2.6E3,5.1E1,2.6E3,4.49,,996.5197,997.0000,996.6666,1.8E2,4.43,4.57,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,2.6E3,0.97,996.5197,997.0000,1.8E2,4.43,4.57,0.95,2.6E3,4.49,996.6666,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
239,7.2E2,7.3E1,7.2E2,4.87,,816.4000,816.6082,816.4839,4.3E1,4.82,4.92,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,7.3E1,7.2E2,1.00,816.4000,816.6082,4.3E1,4.82,4.92,0.75,7.2E2,4.87,816.4839,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
240,4.3E4,4.7E2,4.3E4,4.87,1,834.5644,834.7161,834.6307,3.0E3,4.79,4.97,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,4.7E2,4.3E4,1.03,834.5644,834.7161,3.0E3,4.79,4.97,1.14,4.3E4,4.87,834.6307,1,3,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
241,7.8E2,2.0E2,7.8E2,5.18,,918.6928,918.7896,918.6945,4.7E1,5.13,5.23,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.0E2,7.8E2,1.00,918.6928,918.7896,4.7E1,5.13,5.23,1.00,7.8E2,5.18,918.6945,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
242,1.6E3,4.2E2,1.6E3,5.19,1,755.5994,755.6993,755.6993,8.8E1,5.15,5.25,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,4.2E2,1.6E3,1.17,755.5994,755.6993,8.8E1,5.15,5.25,1.33,1.6E3,5.19,755.6993,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
243,5.9E2,5.1E1,5.9E2,5.21,,764.3996,764.6730,764.4001,3.5E1,5.15,5.26,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,5.9E2,0.89,764.3996,764.6730,3.5E1,5.15,5.26,0.74,5.9E2,5.21,764.4001,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
244,1.6E3,5.1E1,1.6E3,5.23,1,772.4000,772.5000,772.4950,9.4E1,5.14,5.27,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,1.6E3,0.88,772.4000,772.5000,9.4E1,5.14,5.27,0.80,1.6E3,5.23,772.4950,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
245,1.4E3,1.5E2,1.4E3,5.35,,1024.3959,1024.8939,1024.7822,9.3E1,5.27,5.40,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.5E2,1.4E3,0.83,1024.3959,1024.8939,9.3E1,5.27,5.40,0.68,1.4E3,5.35,1024.7822,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
246,2.9E3,3.4E2,2.9E3,5.62,,862.3699,862.6993,862.6118,2.1E2,5.56,5.69,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.08,DETECTED,3.4E2,2.9E3,1.00,862.3699,862.6993,2.1E2,5.56,5.69,1.23,2.9E3,5.62,862.6118,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
247,3.1E4,4.9E2,3.1E4,5.99,,760.4809,760.8000,760.6557,4.4E3,5.87,6.15,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.13,DETECTED,4.9E2,3.1E4,1.39,760.4809,760.8000,4.4E3,5.87,6.15,2.33,3.1E4,5.99,760.6557,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
248,5.7E3,8.9E1,5.7E3,5.99,1,818.3999,818.9242,818.6013,6.4E2,5.88,6.14,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.12,DETECTED,8.9E1,5.7E3,1.11,818.3999,818.9242,6.4E2,5.88,6.14,1.30,5.7E3,5.99,818.6013,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
249,1.1E4,5.1E1,1.1E4,6.04,1,761.4000,762.2000,761.6435,1.2E3,5.88,6.18,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,5.1E1,1.1E4,0.93,761.4000,762.2000,1.2E3,5.88,6.18,0.80,1.1E4,6.04,761.6435,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
250,3.6E3,2.3E2,3.6E3,6.04,,1052.6064,1052.8000,1052.7732,2.1E2,5.97,6.09,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.3E2,3.6E3,0.99,1052.6064,1052.8000,2.1E2,5.97,6.09,1.08,3.6E3,6.04,1052.7732,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
251,1.2E3,3.7E2,1.2E3,6.24,,818.4000,818.5695,818.4000,7.1E1,6.19,6.28,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,3.7E2,1.2E3,0.87,818.4000,818.5695,7.1E1,6.19,6.28,0.75,1.2E3,6.24,818.4000,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
252,3.6E3,8.1E2,3.6E3,6.26,1,760.4400,760.7000,760.5059,1.9E2,6.23,6.31,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.13,DETECTED,8.1E2,3.6E3,1.50,760.4400,760.7000,1.9E2,6.23,6.31,2.00,3.6E3,6.26,760.5059,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
253,1.5E3,3.8E2,1.5E3,6.32,,943.7998,943.7999,943.7999,8.6E1,6.28,6.37,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,3.8E2,1.5E3,1.17,943.7998,943.7999,8.6E1,6.28,6.37,1.33,1.5E3,6.32,943.7999,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
254,5.0E3,5.1E1,5.0E3,6.45,1,794.3973,795.1000,794.8827,4.0E2,6.37,6.60,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,5.0E3,1.15,794.3973,795.1000,4.0E2,6.37,6.60,1.44,5.0E3,6.45,794.8827,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
255,5.5E3,8.7E1,5.5E3,6.47,1,762.5000,762.7749,762.6157,4.3E2,6.37,6.56,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.08,DETECTED,8.7E1,5.5E3,1.40,762.5000,762.7749,4.3E2,6.37,6.56,1.72,5.5E3,6.47,762.6157,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
256,6.1E2,5.1E1,6.1E2,6.70,,1080.4001,1080.9000,1080.4096,3.6E1,6.66,6.75,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,6.1E2,1.17,1080.4001,1080.9000,3.6E1,6.66,6.75,1.33,6.1E2,6.70,1080.4096,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
257,1.4E3,4.2E2,1.4E3,6.82,,919.8997,919.8999,919.8998,7.9E1,6.78,6.87,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,4.2E2,1.4E3,1.17,919.8997,919.8999,7.9E1,6.78,6.87,1.33,1.4E3,6.82,919.8998,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
258,1.6E3,5.3E1,1.6E3,6.82,,944.6999,945.0000,944.8567,1.5E2,6.74,6.91,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.09,DETECTED,5.3E1,1.6E3,1.23,944.6999,945.0000,1.5E2,6.74,6.91,1.71,1.6E3,6.82,944.8567,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
259,4.5E3,5.4E1,4.5E3,6.92,,764.6730,764.8185,764.7972,3.6E2,6.84,7.05,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.08,DETECTED,5.4E1,4.5E3,1.19,764.6730,764.8185,3.6E2,6.84,7.05,1.26,4.5E3,6.92,764.7972,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
260,3.6E3,6.8E1,3.6E3,6.96,,804.2970,804.4991,804.4900,2.0E2,6.89,7.01,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,6.8E1,3.6E3,1.18,804.2970,804.4991,2.0E2,6.89,7.01,1.41,3.6E3,6.96,804.4900,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
261,2.7E3,9.5E1,2.7E3,6.97,,780.6637,780.8131,780.6743,1.6E2,6.92,7.02,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,9.5E1,2.7E3,0.87,780.6637,780.8131,1.6E2,6.92,7.02,0.70,2.7E3,6.97,780.6743,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
262,1.3E3,2.2E2,1.3E3,7.09,,784.0863,784.8854,784.6144,8.2E1,7.05,7.15,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.2E2,1.3E3,1.33,784.0863,784.8854,8.2E1,7.05,7.15,1.40,1.3E3,7.09,784.6144,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
