id,rt,area,mz_range:min,mz_range:max,intensity_range:min,intensity_range:max,charge,height,rt_range:min,rt_range:max,mz,datafile:PreIS__1100_1500_t180-r001.mzML:rt,datafile:PreIS__1100_1500_t180-r001.mzML:feature_state,datafile:PreIS__1100_1500_t180-r001.mzML:area,datafile:PreIS__1100_1500_t180-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_t180-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_t180-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_t180-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_t180-r001.mzML:fwhm,datafile:PreIS__1100_1500_t180-r001.mzML:charge,datafile:PreIS__1100_1500_t180-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_t180-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_t180-r001.mzML:height,datafile:PreIS__1100_1500_t180-r001.mzML:isotopes,datafile:PreIS__1100_1500_t180-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_t180-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_t180-r001.mzML:mz,datafile:PreIS__1100_1500_t180-r002.mzML:rt,datafile:PreIS__1100_1500_t180-r002.mzML:feature_state,datafile:PreIS__1100_1500_t180-r002.mzML:area,datafile:PreIS__1100_1500_t180-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_t180-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_t180-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_t180-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_t180-r002.mzML:fwhm,datafile:PreIS__1100_1500_t180-r002.mzML:charge,datafile:PreIS__1100_1500_t180-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_t180-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_t180-r002.mzML:height,datafile:PreIS__1100_1500_t180-r002.mzML:isotopes,datafile:PreIS__1100_1500_t180-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_t180-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_t180-r002.mzML:mz,datafile:PreIS__750_1150_t180-r002.mzML:rt,datafile:PreIS__750_1150_t180-r002.mzML:feature_state,datafile:PreIS__750_1150_t180-r002.mzML:area,datafile:PreIS__750_1150_t180-r002.mzML:mz_range:min,datafile:PreIS__750_1150_t180-r002.mzML:mz_range:max,datafile:PreIS__750_1150_t180-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_t180-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_t180-r002.mzML:fwhm,datafile:PreIS__750_1150_t180-r002.mzML:charge,datafile:PreIS__750_1150_t180-r002.mzML:rt_range:min,datafile:PreIS__750_1150_t180-r002.mzML:rt_range:max,datafile:PreIS__750_1150_t180-r002.mzML:height,datafile:PreIS__750_1150_t180-r002.mzML:isotopes,datafile:PreIS__750_1150_t180-r002.mzML:tailing_factor,datafile:PreIS__750_1150_t180-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_t180-r002.mzML:mz,datafile:PreIS__400_800_t180-r002.mzML:rt,datafile:PreIS__400_800_t180-r002.mzML:feature_state,datafile:PreIS__400_800_t180-r002.mzML:area,datafile:PreIS__400_800_t180-r002.mzML:mz_range:min,datafile:PreIS__400_800_t180-r002.mzML:mz_range:max,datafile:PreIS__400_800_t180-r002.mzML:intensity_range:min,datafile:PreIS__400_800_t180-r002.mzML:intensity_range:max,datafile:PreIS__400_800_t180-r002.mzML:fwhm,datafile:PreIS__400_800_t180-r002.mzML:charge,datafile:PreIS__400_800_t180-r002.mzML:rt_range:min,datafile:PreIS__400_800_t180-r002.mzML:rt_range:max,datafile:PreIS__400_800_t180-r002.mzML:height,datafile:PreIS__400_800_t180-r002.mzML:isotopes,datafile:PreIS__400_800_t180-r002.mzML:tailing_factor,datafile:PreIS__400_800_t180-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_t180-r002.mzML:mz,datafile:PreIS__750_1150_t180-r001.mzML:rt,datafile:PreIS__750_1150_t180-r001.mzML:feature_state,datafile:PreIS__750_1150_t180-r001.mzML:area,datafile:PreIS__750_1150_t180-r001.mzML:mz_range:min,datafile:PreIS__750_1150_t180-r001.mzML:mz_range:max,datafile:PreIS__750_1150_t180-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_t180-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_t180-r001.mzML:fwhm,datafile:PreIS__750_1150_t180-r001.mzML:charge,datafile:PreIS__750_1150_t180-r001.mzML:rt_range:min,datafile:PreIS__750_1150_t180-r001.mzML:rt_range:max,datafile:PreIS__750_1150_t180-r001.mzML:height,datafile:PreIS__750_1150_t180-r001.mzML:isotopes,datafile:PreIS__750_1150_t180-r001.mzML:tailing_factor,datafile:PreIS__750_1150_t180-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_t180-r001.mzML:mz,datafile:PreIS__400_800_t180-r001.mzML:rt,datafile:PreIS__400_800_t180-r001.mzML:feature_state,datafile:PreIS__400_800_t180-r001.mzML:area,datafile:PreIS__400_800_t180-r001.mzML:mz_range:min,datafile:PreIS__400_800_t180-r001.mzML:mz_range:max,datafile:PreIS__400_800_t180-r001.mzML:intensity_range:min,datafile:PreIS__400_800_t180-r001.mzML:intensity_range:max,datafile:PreIS__400_800_t180-r001.mzML:fwhm,datafile:PreIS__400_800_t180-r001.mzML:charge,datafile:PreIS__400_800_t180-r001.mzML:rt_range:min,datafile:PreIS__400_800_t180-r001.mzML:rt_range:max,datafile:PreIS__400_800_t180-r001.mzML:height,datafile:PreIS__400_800_t180-r001.mzML:isotopes,datafile:PreIS__400_800_t180-r001.mzML:tailing_factor,datafile:PreIS__400_800_t180-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_t180-r001.mzML:mz
45,8.25,1.8E2,1205.4991,1205.9000,2.6E2,2.1E3,1,2.1E3,8.19,8.37,1205.5888,8.25,DETECTED,1.8E2,1205.4991,1205.9000,2.6E2,2.1E3,0.08,1,8.19,8.37,2.1E3,3,1.40,1.64,1205.5888,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
46,8.28,4.8E1,1209.4000,1209.6106,5.1E1,8.0E2,,8.0E2,8.23,8.34,1209.4965,8.28,DETECTED,4.8E1,1209.4000,1209.6106,5.1E1,8.0E2,0.06,,8.23,8.34,8.0E2,,1.01,0.93,1209.4965,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
47,8.43,8.6E1,1483.4998,1483.5000,5.0E2,1.5E3,,1.5E3,8.39,8.49,1483.4999,8.43,DETECTED,8.6E1,1483.4998,1483.5000,5.0E2,1.5E3,0.06,,8.39,8.49,1.5E3,,1.17,1.33,1483.4999,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
48,8.45,3.6E1,1485.5190,1485.5464,2.4E2,6.1E2,,6.1E2,8.41,8.50,1485.5318,8.45,DETECTED,3.6E1,1485.5190,1485.5464,2.4E2,6.1E2,0.06,,8.41,8.50,6.1E2,,1.17,1.33,1485.5318,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
49,8.49,1.7E2,1281.4231,1281.7000,7.3E1,2.3E3,1,2.3E3,8.42,8.60,1281.4685,8.49,DETECTED,1.7E2,1281.4231,1281.7000,7.3E1,2.3E3,0.07,1,8.42,8.60,2.3E3,2,1.26,1.52,1281.4685,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
50,8.51,1.3E2,1279.5124,1279.8000,7.8E1,1.6E3,1,1.6E3,8.45,8.62,1279.6457,8.51,DETECTED,1.3E2,1279.5124,1279.8000,7.8E1,1.6E3,0.08,1,8.45,8.62,1.6E3,2,1.41,1.77,1279.6457,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
51,8.51,1.3E2,1279.5124,1279.8000,7.8E1,1.6E3,1,1.6E3,8.45,8.62,1279.6457,8.51,DETECTED,1.3E2,1279.5124,1279.8000,7.8E1,1.6E3,0.08,1,8.45,8.62,1.6E3,2,1.41,1.77,1279.6457,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
52,8.56,5.3E1,1221.5570,1221.6998,2.1E2,9.2E2,,9.2E2,8.51,8.60,1221.6998,8.56,DETECTED,5.3E1,1221.5570,1221.6998,2.1E2,9.2E2,0.07,,8.51,8.60,9.2E2,,0.88,0.75,1221.6998,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
53,8.73,3.1E1,1300.8594,1301.0042,2.0E2,5.4E2,,5.4E2,8.68,8.77,1301.0031,8.73,DETECTED,3.1E1,1300.8594,1301.0042,2.0E2,5.4E2,0.06,,8.68,8.77,5.4E2,,0.88,0.75,1301.0031,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
54,8.73,7.2E1,1353.1981,1353.9000,5.7E1,1.2E3,,1.2E3,8.68,8.78,1353.2146,8.73,DETECTED,7.2E1,1353.1981,1353.9000,5.7E1,1.2E3,0.06,,8.68,8.78,1.2E3,,1.17,1.39,1353.2146,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
55,8.73,1.1E2,1355.1094,1355.6004,2.8E2,1.1E3,,1.1E3,8.68,8.85,1355.4395,8.73,DETECTED,1.1E2,1355.1094,1355.6004,2.8E2,1.1E3,0.10,,8.68,8.85,1.1E3,,1.63,2.25,1355.4395,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
56,8.81,6.2E1,1356.6998,1356.8200,5.1E1,1.0E3,,1.0E3,8.69,8.85,1356.6999,8.81,DETECTED,6.2E1,1356.6998,1356.8200,5.1E1,1.0E3,0.06,,8.69,8.85,1.0E3,,0.69,0.21,1356.6999,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
57,8.91,8.6E1,1413.5241,1413.5993,3.4E2,1.5E3,,1.5E3,8.87,8.97,1413.5989,8.91,DETECTED,8.6E1,1413.5241,1413.5993,3.4E2,1.5E3,0.06,,8.87,8.97,1.5E3,,1.17,1.33,1413.5989,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
58,8.97,1.1E2,1428.7965,1429.5902,1.5E2,1.8E3,,1.8E3,8.90,9.02,1428.8309,8.97,DETECTED,1.1E2,1428.7965,1429.5902,1.5E2,1.8E3,0.06,,8.90,9.02,1.8E3,,0.99,0.83,1428.8309,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
59,9.08,5.9E1,1429.6786,1429.8466,5.5E2,1.1E3,,1.1E3,9.06,9.13,1429.6927,9.08,DETECTED,5.9E1,1429.6786,1429.8466,5.5E2,1.1E3,0.13,,9.06,9.13,1.1E3,,1.50,2.00,1429.6927,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
60,9.19,4.3E2,1129.3626,1129.4831,4.2E2,6.8E3,1,6.8E3,9.11,9.24,1129.4187,9.19,DETECTED,4.3E2,1129.3626,1129.4831,4.2E2,6.8E3,0.06,1,9.11,9.24,6.8E3,5,0.89,0.96,1129.4187,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
61,9.19,4.3E2,1129.3626,1129.4831,4.2E2,6.8E3,1,6.8E3,9.11,9.24,1129.4187,9.19,DETECTED,4.3E2,1129.3626,1129.4831,4.2E2,6.8E3,0.06,1,9.11,9.24,6.8E3,5,0.89,0.96,1129.4187,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
62,9.23,1.2E2,1442.8996,1442.9000,6.1E2,2.2E3,,2.2E3,9.17,9.26,1442.8999,9.23,DETECTED,1.2E2,1442.8996,1442.9000,6.1E2,2.2E3,0.06,,9.17,9.26,2.2E3,,0.88,0.75,1442.8999,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
63,9.42,7.1E2,1203.3756,1203.6000,1.4E2,1.1E4,1,1.1E4,9.34,9.50,1203.4520,9.42,DETECTED,7.1E2,1203.3756,1203.6000,1.4E2,1.1E4,0.06,1,9.34,9.50,1.1E4,5,0.94,0.84,1203.4520,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
64,9.42,7.1E2,1203.3756,1203.6000,1.4E2,1.1E4,1,1.1E4,9.34,9.50,1203.4520,9.42,DETECTED,7.1E2,1203.3756,1203.6000,1.4E2,1.1E4,0.06,1,9.34,9.50,1.1E4,5,0.94,0.84,1203.4520,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
65,9.63,1.4E2,1281.5763,1281.8862,1.7E2,2.3E3,1,2.3E3,9.58,9.69,1281.6888,9.63,DETECTED,1.4E2,1281.5763,1281.8862,1.7E2,2.3E3,0.06,1,9.58,9.69,2.3E3,3,1.02,0.96,1281.6888,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
66,9.64,7.2E2,1276.9971,1277.5000,8.7E1,1.1E4,1,1.1E4,9.56,9.73,1277.3194,9.64,DETECTED,7.2E2,1276.9971,1277.5000,8.7E1,1.1E4,0.07,1,9.56,9.73,1.1E4,4,1.16,1.25,1277.3194,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
67,9.77,3.7E1,1227.8615,1228.1001,1.5E2,6.5E2,,6.5E2,9.72,9.81,1228.1000,9.77,DETECTED,3.7E1,1227.8615,1228.1001,1.5E2,6.5E2,0.06,,9.72,9.81,6.5E2,,0.88,0.75,1228.1000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
68,9.86,4.3E2,1351.6000,1351.9990,1.2E2,6.7E3,1,6.7E3,9.78,9.93,1351.6361,9.86,DETECTED,4.3E2,1351.6000,1351.9990,1.2E2,6.7E3,0.06,1,9.78,9.93,6.7E3,6,1.03,1.02,1351.6361,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
69,9.86,4.3E2,1351.6000,1351.9990,1.2E2,6.7E3,1,6.7E3,9.78,9.93,1351.6361,9.86,DETECTED,4.3E2,1351.6000,1351.9990,1.2E2,6.7E3,0.06,1,9.78,9.93,6.7E3,6,1.03,1.02,1351.6361,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
70,9.88,2.1E2,1293.4992,1293.6996,5.4E2,3.2E3,,3.2E3,9.82,9.94,1293.5455,9.88,DETECTED,2.1E2,1293.4992,1293.6996,5.4E2,3.2E3,0.06,,9.82,9.94,3.2E3,,1.13,1.12,1293.5455,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
71,3.81,4.4E1,1135.9599,1135.9672,2.2E2,7.6E2,,7.6E2,3.77,3.86,1135.9605,,UNKNOWN,,,,,,,,,,,,,,,3.81,DETECTED,4.4E1,1135.9599,1135.9672,2.2E2,7.6E2,0.06,,3.77,3.86,7.6E2,,1.17,1.33,1135.9605,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
72,3.85,1.1E3,1153.7734,1154.5000,6.2E1,1.7E4,1,1.7E4,3.77,3.92,1153.8297,,UNKNOWN,,,,,,,,,,,,,,,3.85,DETECTED,1.1E3,1153.7734,1154.5000,6.2E1,1.7E4,0.07,1,3.77,3.92,1.7E4,2,1.00,0.96,1153.8297,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
73,4.61,7.7E2,1181.2990,1181.9897,5.1E1,1.2E4,1,1.2E4,4.51,4.66,1181.9247,,UNKNOWN,,,,,,,,,,,,,,,4.61,DETECTED,7.7E2,1181.2990,1181.9897,5.1E1,1.2E4,0.06,1,4.51,4.66,1.2E4,2,0.83,0.72,1181.9247,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
74,5.04,1.0E3,1227.7951,1228.2000,1.0E3,1.4E4,1,1.4E4,4.95,5.11,1227.8352,,UNKNOWN,,,,,,,,,,,,,,,5.04,DETECTED,1.0E3,1227.7951,1228.2000,1.0E3,1.4E4,0.07,1,4.95,5.11,1.4E4,2,0.83,0.78,1227.8352,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
75,5.16,1.5E2,1209.6442,1210.5150,3.6E2,2.3E3,,2.3E3,5.11,5.22,1209.9851,,UNKNOWN,,,,,,,,,,,,,,,5.16,DETECTED,1.5E2,1209.6442,1210.5150,3.6E2,2.3E3,0.07,,5.11,5.22,2.3E3,,1.12,1.13,1209.9851,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
76,5.31,5.6E1,1297.6862,1297.8015,9.4E1,9.4E2,,9.4E2,5.28,5.38,1297.8009,,UNKNOWN,,,,,,,,,,,,,,,5.31,DETECTED,5.6E1,1297.6862,1297.8015,9.4E1,9.4E2,0.06,,5.28,5.38,9.4E2,,1.20,1.33,1297.8009,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
77,5.52,3.5E1,1279.7303,1280.0003,1.1E2,5.7E2,,5.7E2,5.47,5.57,1279.9982,,UNKNOWN,,,,,,,,,,,,,,,5.52,DETECTED,3.5E1,1279.7303,1280.0003,1.1E2,5.7E2,0.06,,5.47,5.57,5.7E2,,1.00,1.20,1279.9982,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
78,5.61,6.2E2,1263.7000,1264.1859,5.0E1,8.0E3,1,8.0E3,5.54,5.76,1263.8399,,UNKNOWN,,,,,,,,,,,,,,,5.61,DETECTED,6.2E2,1263.7000,1264.1859,5.0E1,8.0E3,0.07,1,5.54,5.76,8.0E3,3,1.11,1.21,1263.8399,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
79,5.63,4.1E2,1237.8353,1238.1471,5.5E1,6.2E3,,6.2E3,5.55,5.72,1238.0810,,UNKNOWN,,,,,,,,,,,,,,,5.63,DETECTED,4.1E2,1237.8353,1238.1471,5.5E1,6.2E3,0.06,,5.55,5.72,6.2E3,,1.31,1.51,1238.0810,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
80,5.67,4.9E1,1239.9994,1240.0001,3.1E2,8.4E2,,8.4E2,5.63,5.72,1240.0000,,UNKNOWN,,,,,,,,,,,,,,,5.67,DETECTED,4.9E1,1239.9994,1240.0001,3.1E2,8.4E2,0.06,,5.63,5.72,8.4E2,,1.17,1.33,1240.0000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
81,5.78,4.0E1,1256.0496,1256.0810,2.4E2,6.9E2,,6.9E2,5.73,5.82,1256.0679,,UNKNOWN,,,,,,,,,,,,,,,5.78,DETECTED,4.0E1,1256.0496,1256.0810,2.4E2,6.9E2,0.06,,5.73,5.82,6.9E2,,0.87,0.75,1256.0679,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
82,5.83,1.5E2,1251.5993,1252.2000,1.8E2,2.1E3,,2.1E3,5.78,5.95,1252.0945,,UNKNOWN,,,,,,,,,,,,,,,5.83,DETECTED,1.5E2,1251.5993,1252.2000,1.8E2,2.1E3,0.06,,5.78,5.95,2.1E3,,1.90,2.70,1252.0945,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
83,5.95,4.5E1,1281.9999,1282.3834,2.2E2,7.5E2,,7.5E2,5.90,6.00,1282.0000,,UNKNOWN,,,,,,,,,,,,,,,5.95,DETECTED,4.5E1,1281.9999,1282.3834,2.2E2,7.5E2,0.06,,5.90,6.00,7.5E2,,1.00,1.00,1282.0000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
84,6.06,4.2E1,1247.8000,1247.9168,6.5E1,6.9E2,,6.9E2,5.99,6.11,1247.8872,,UNKNOWN,,,,,,,,,,,,,,,6.06,DETECTED,4.2E1,1247.8000,1247.9168,6.5E1,6.9E2,0.06,,5.99,6.11,6.9E2,,0.90,1.04,1247.8872,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
85,6.06,4.8E2,1265.4329,1266.2984,1.9E2,6.3E3,1,6.3E3,5.99,6.16,1265.8510,,UNKNOWN,,,,,,,,,,,,,,,6.06,DETECTED,4.8E2,1265.4329,1266.2984,1.9E2,6.3E3,0.06,1,5.99,6.16,6.3E3,2,1.55,2.36,1265.8510,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
86,7.00,3.9E2,1199.7991,1200.3840,5.2E1,4.4E3,1,4.4E3,6.94,7.15,1200.0000,,UNKNOWN,,,,,,,,,,,,,,,7.00,DETECTED,3.9E2,1199.7991,1200.3840,5.2E1,4.4E3,0.09,1,6.94,7.15,4.4E3,2,1.76,2.48,1200.0000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
87,7.02,1.0E2,1202.3998,1202.4001,4.6E2,1.8E3,,1.8E3,6.96,7.06,1202.3999,,UNKNOWN,,,,,,,,,,,,,,,7.02,DETECTED,1.0E2,1202.3998,1202.4001,4.6E2,1.8E3,0.06,,6.96,7.06,1.8E3,,0.88,0.75,1202.3999,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
88,7.06,1.1E2,1134.6989,1135.4000,5.0E1,1.5E3,,1.5E3,7.00,7.17,1134.7842,,UNKNOWN,,,,,,,,,,,,,,,7.06,DETECTED,1.1E2,1134.6989,1135.4000,5.0E1,1.5E3,0.06,,7.00,7.17,1.5E3,,1.39,1.30,1134.7842,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
